,laptop name,GPU,Main Memory,Secondary Memory,Screen Dimension,Weight
163,"Asus ROG Strix G17 (2023) 17.3"" WQHD AMD Ryzen 9 7945HX 2.5GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 2TB SSD,"17.3""",2.8kg
164,"Gigabyte Aorus 17X AXF (2023) 17.3"" Intel Core i9-13980HX 2.2GHz ", Nvidia GeForce RTX 4080 Laptop , 16GB RAM , 1TB SSD,"17.3""",2.8kg
165,"Asus ROG Flow X16 (2023) 16"" QHD Plus Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4070 Laptop , 16GB RAM , 2TB SSD,"16""",2.2kg
166,"Dell Alienware m18 R2 18"" QHD Plus Intel Core i7-14700HX 2.1GHz ", Nvidia GeForce RTX 4070 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"18""",4.23kg
167,"ASUS Zenbook Pro 16X OLED (UX7602) 16"" Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3060 Laptop , 32GB RAM , 2TB SSD,"16""",2.4kg
168,"Lenovo ThinkPad X1 Yoga Gen 7 14"" WQUXGA OLED Intel Core i7-1260P 2.1GHz ", 32GB RAM , 2TB SSD,,"14""",1.38kg
169,"Asus Zenbook Pro 14 OLED UX6404VI 14.5"" Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 1TB SSD,"14.5""",1.65kg
170,"Asus ROG Strix G17 (2023) 17.3"" WQHD AMD Ryzen 9 7945HX 2.5GHz ", Nvidia GeForce RTX 4060 Laptop , 32GB RAM , 2TB SSD,"17.3""",2.8kg
171,"Asus Zenbook Pro 15 Flip OLED UP6502ZD 15.6"" Intel Core i7-12700H 2.3GHz ", Intel Arc A370M , 16GB RAM , 1TB SSD,"15.6""",1.8kg
172,"MSI CreatorPro Z17 A12UMST-200ES 17"" QHD Plus Intel Core i9-12900H 2.5GHz ", Nvidia RTX A5500 Laptop , 64GB RAM , 2TB SSD,"17""",2.49kg
173,"Dell Alienware M18 18"" QHD Plus Intel Core i9-13900HX 2.2GHz ", Nvidia GeForce RTX 4060 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"18""",4.04kg
174,"Asus ROG Flow X16 (2023) 16"" QHD Plus Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4060 Laptop , 16GB RAM , 2TB SSD,"16""",2.2kg
175,"Asus ROG Zephyrus M16 (2023) 16"" QHD Plus Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4070 Laptop , 64GB RAM , 2TB SSD,"16""",2.3kg
176,"Asus ROG Zephyrus G14 (2023) 14"" QHD Plus AMD Ryzen 9 7940HS 4GHz ", Nvidia GeForce RTX 4080 Laptop , 32GB RAM , 1TB SSD,"14""",1.72kg
177,"Apple MacBook Pro (2023) 16"" Apple M2 Max 12-core ", 96GB RAM , 8TB SSD,,"16.2""",2.15kg
178,"Dell Alienware m17 R5 17.3"" FHD AMD Ryzen 9 6900HX 3.3GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 64GB RAM , 4TB SSD,"17.3""",3.3kg
179,"Samsung Galaxy Book4 Ultra 16"" Intel Core Ultra 7 155H 1.4GHz ", Nvidia GeForce RTX 4050 Laptop , 16GB RAM , 1TB SSD,"16""",1.86kg
180,"Razer Blade 18 (2023) 18"" QHD Plus Intel Core i9-13950HX 2.2GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 1TB SSD,"18""",3.1kg
181,"Dell Alienware X16 (2023) 16"" QHD Plus Intel Core i9-13900HK 2.6GHz ", Nvidia GeForce RTX 4090 Laptop , 32GB RAM , 4TB SSD,"16""",2.72kg
182,"Acer Predator Helios 3D 15 SpatialLabs Edition 15.6"" Intel Core i9-13900HX 2.2GHz ", Nvidia GeForce RTX 4080 Laptop , 32GB RAM , 2TB SSD,"15.6""",2.98kg
183,"Asus ROG Strix G18 (2023) 18"" QHD Plus Intel Core i9-13980HX 2.2GHz ", Nvidia GeForce RTX 4060 Laptop , 32GB RAM , 2TB SSD,"18""",3kg
184,"Asus ROG Flow X16 (2022) GV601 16"" QHD Plus AMD Ryzen 9 6900HS 3.3GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 64GB RAM , 2TB SSD,"16""",2.1kg
185,"MSI CreatorPro Z16P B12UMST-089 16"" QHD Plus Intel Core i9-12900H 1.8GHz ", Nvidia RTX A5500 Laptop , 64GB RAM , 1TB SSD,"16""",2.38kg
186,"MSI GE76 Raider 12UHS 239 17.3"" UHD Intel Core i9-12900HK 2.5GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 64GB RAM , 2TB SSD + 1TB SSD,"17.3""",2.9kg
187,"Razer Blade 16 (2023) 16"" UHD Plus Intel Core i9-13950HX 2.2GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 1TB SSD,"16""",2.45kg
188,"Razer Blade 15 (2022) 15.6"" FHD Intel Core i7-12800H 1.8GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 32GB RAM , 1TB SSD,"15.6""",2kg
189,"Asus ROG Zephyrus G16 (2023) 16"" QHD Plus Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 2TB SSD,"16""",2kg
190,"Asus ROG Zephyrus G16 (2023) 16"" QHD Plus Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 2TB SSD,"16""",2kg
191,"Dell Alienware m18 R2 18"" QHD Plus Intel Core i9-14900HX 2.2GHz ", Nvidia GeForce RTX 4070 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"18""",4.23kg
192,"Dell Alienware m18 R2 18"" QHD Plus Intel Core i7-14650HX 2.2GHz ", Nvidia GeForce RTX 4060 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"18""",4.23kg
193,"Asus ROG Strix G17 (2023) 17.3"" WQHD AMD Ryzen 9 7945HX 2.5GHz ", Nvidia GeForce RTX 4050 Laptop , 32GB RAM , 2TB SSD,"17.3""",2.8kg
194,"Dell Alienware m18 R2 18"" QHD Plus Intel Core i9-14900HX 2.2GHz ", Nvidia GeForce RTX 4060 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"18""",4.23kg
195,"Asus ROG Strix Scar 16 (2023) 16"" QHD Plus Intel Core i9-13980HX 2.2GHz ", Nvidia GeForce RTX 4080 Laptop , 64GB RAM , 2TB SSD + 2TB SSD,"16""",2.6kg
196,"Asus ROG Strix G16 (2023) 16"" QHD Plus Intel Core i9-13980HX 2.2GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 2TB SSD,"16""",2.5kg
197,"Asus ROG Flow X16 (2023) 16"" QHD Plus Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4050 Laptop , 16GB RAM , 2TB SSD,"16""",2.2kg
198,"Asus ROG Strix G16 (2023) 16"" QHD Plus Intel Core i9-13980HX 2.2GHz ", Nvidia GeForce RTX 4060 Laptop , 32GB RAM , 2TB SSD,"16""",2.5kg
199,"Dell Alienware M18 18"" QHD Plus Intel Core i7-13700HX 2.1GHz ", Nvidia GeForce RTX 4070 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"18""",4.04kg
200,"Asus ROG Zephyrus M16 (2022) GU603 16"" Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 16GB RAM , 2TB SSD,"16""",2kg
201,"Lenovo ThinkPad X1 Yoga Gen 7 14"" WQUXGA OLED Intel Core i7-1270P 2.2GHz ", 32GB RAM , 2TB SSD,,"14""",1.38kg
202,"Razer Blade 16 (2023) 16"" QHD Plus Intel Core i9-13950HX 2.2GHz ", Nvidia GeForce RTX 4060 Laptop , 16GB RAM , 1TB SSD,"16""",2.45kg
203,MSI Prestige 16 AI Evo B1MG UHD+ Intel Core Ultra 7 155H 1.4GHz , 32GB RAM , 2TB SSD,,"16""",1.59kg
204,"Asus ROG Strix G18 (2023) 18"" QHD Plus Intel Core i9-13980HX 2.2GHz ", Nvidia GeForce RTX 4050 Laptop , 32GB RAM , 2TB SSD,"18""",3kg
205,"Asus ROG Zephyrus G16 (2023) 16"" QHD Plus Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 4060 Laptop , 32GB RAM , 2TB SSD,"16""",2kg
206,"HP Omen 17-ck1003np 17"" QHD Intel Core i9-12900HX 2.3GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 32GB RAM , 1TB SSD,"17.3""",2.78kg
207,"Asus ROG Zephyrus G16 (2023) 16"" QHD Plus Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4060 Laptop , 32GB RAM , 2TB SSD,"16""",2kg
208,"Gigabyte AERO 16 YE5 16"" Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 32GB RAM , 2TB SSD,"16""",4.23kg
209,"Dell Alienware M16 16"" QHD Plus Intel Core i9-13900HX 2.2GHz ", Nvidia GeForce RTX 4070 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"16""",3.25kg
210,"Razer Blade 18 (2023) 18"" QHD Plus Intel Core i9-13950HX 2.2GHz ", Nvidia GeForce RTX 4060 Laptop , 16GB RAM , 1TB SSD,"18""",3.1kg
211,"MSI Vector GP68HX 16"" QHD Plus Intel Core i9-13950HX 2.2GHz ", Nvidia GeForce RTX 4060 Laptop , 32GB RAM , 1TB SSD,"16""",2.67kg
212,"Lenovo ThinkPad X1 Yoga Gen 7 14"" WQUXGA OLED Intel Core i5-1240P 1.2GHz ", 16GB RAM , 2TB SSD,,"14""",1.38kg
213,"Gigabyte Aorus 17X AXF (2023) 17.3"" Intel Core i7-13700HX 2.1GHz ", Nvidia GeForce RTX 4080 Laptop , 16GB RAM , 1TB SSD,"17.3""",2.8kg
214,"Asus ROG Strix Scar 15 (2022) G533 15.6"" Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 64GB RAM , 2TB SSD,"15.6""",2.3kg
215,"Asus ProArt StudioBook 16 OLED H7600ZX 16"" Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 32GB RAM , 1TB SSD + 1TB SSD,"16""",2.4kg
216,"Asus ROG Strix Scar 17 (2022) G733 17.3"" Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 64GB RAM , 2TB SSD,"17.3""",2.9kg
217,"MSI GS77 Stealth 12UHS-040 17.3"" UHD Intel Core i9-12900H 1.8GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 32GB RAM , 1TB SDD,"17.3""",2.8kg
218,"Lenovo ThinkPad X1 Yoga Gen 7 14"" WQUXGA OLED Intel Core i5-1250P 1.7GHz ", 16GB RAM , 2TB SSD,,"14""",1.38kg
219,"Asus ROG Strix G16 (2023) 16"" QHD Plus Intel Core i9-13980HX 2.2GHz ", Nvidia GeForce RTX 4050 Laptop , 32GB RAM , 2TB SSD,"16""",2.5kg
220,"HP Omen 17-ck2001np 17"" QHD Intel Core i7-13700HX 2.1GHz ", Nvidia GeForce RTX 4080 Laptop , 32GB RAM , 1TB SSD,"17.3""",2.78kg
221,"Dell Alienware M16 16"" QHD Plus Intel Core i9-13900HX 2.2GHz ", Nvidia GeForce RTX 4060 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"16""",3.25kg
222,"MSI Vector GP68HX 16"" FHD Plus Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 4080 Laptop , 64GB RAM , 2TB SSD,"16""",2.67kg
223,Dell Alienware X17 R1 Intel Core i7-11800H 2.3GHz , Nvidia GeForce RTX 3080 Laptop , 32GB RAM , 512GB SSD,"17.3""",3.2kg
224,"Dell Alienware x17 R2 (2022) 17.3"" UHD Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 64GB RAM , 2TB SSD + 2TB SSD,"17.3""",2.69kg
225,"MSI Creator Z17 A12UGST 049 17"" QHD+ Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 64GB RAM , 2TB SSD + 2TB SSD,"17""",2.49kg
226,"Lenovo ThinkPad X1 Yoga Gen 7 14"" WQUXGA OLED Intel Core i5-1245U 1.6GHz ", 32GB RAM , 2TB SSD,,"14""",1.38kg
227,"Acer Predator Helios 18 PH18-71-940Q 18"" Intel Core i9-13900HX 2.2GHz ", Nvidia GeForce RTX 4080 Laptop , 32GB RAM , 1TB SSD,"18""",3.4kg
228,"Microsoft Surface Laptop Studio 2 14.4"" Intel Core i7-13700H 2.4GHz ", Nvidia GeForce RTX 4060 Laptop , 64GB RAM , 2TB SSD,"14.4""",1.98kg
229,"Dell Alienware M18 18"" QHD Plus Intel Core i7-13700HX 2.1GHz ", Nvidia GeForce RTX 4060 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"18""",4.04kg
230,"Asus ROG Zephyrus G16 (2023) 16"" QHD Plus Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 4050 Laptop , 32GB RAM , 2TB SSD,"16""",2kg
231,"Asus ROG Flow X16 (2022) GV601 16"" QHD Plus AMD Ryzen 9 6900HS 3.3GHz ", Nvidia GeForce RTX 3060 Laptop , 64GB RAM , 2TB SSD,"16""",2.1kg
232,"Asus ROG Zephyrus G16 (2023) 16"" QHD Plus Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4050 Laptop , 32GB RAM , 2TB SSD,"16""",2kg
233,"Razer Blade 17 (2022) 17.3"" QHD Intel Core i7-12800H 1.8GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 32GB RAM , 1TB SSD,"17.3""",2.75kg
234,"Razer Blade 17 (2022) 17.3"" FHD Intel Core i7-12800H 1.8GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 16GB RAM , 1TB SSD,"17.3""",2.75kg
235,"Asus ROG Zephyrus G15 (2022) GA503RW 15.6"" AMD Ryzen 9 6900HS 3.3GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 40GB RAM , 8TB SSD + 8TB SSD,"15.6""",1.9kg
236,"MSI WS66 11UM-214RU 15.6"" UHD Intel Core i9-11900H 2.5GHz ", Nvidia RTX A5000 16GB Laptop , 32GB RAM , 1TB SSD,"15.6""",2.1kg
237,"Asus ROG Strix Scar 17 (2022) G733 17.3"" Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3080 Laptop , 64GB RAM , 2TB SSD,"17.3""",2.9kg
238,"Asus ROG Strix Scar 17 SE (2022) G733 17.3"" WQHD Intel Core i9-12950HX 2.3GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 64GB RAM , 2TB SSD + 2TB SSD,"17.3""",3kg
239,"MSI GS77 Stealth 12UHS-083 17.3"" QHD Intel Core i7-12700H 1.7GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 32GB RAM , 1TB SSD,"17.3""",2.8kg
240,"Gigabyte AERO 16 YE5 16"" Intel Core i9-12900HK 2.5GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 16GB RAM , 2TB SSD,"16""",4.23kg
241,"Asus ProArt StudioBook 16 3D OLED H7604JI 16"" Intel Core i9-13980HX 2.2GHz ", Nvidia GeForce RTX 4070 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"16""",2.4kg
242,"Asus ROG Flow Z13 (2023) 13.4"" QHD Plus Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4060 Laptop , 16GB RAM , 1TB SSD,"13.4""",1.18kg
243,"Dell Alienware X16 16"" QHD Plus Intel Core i9-13900HK 2.6GHz ", Nvidia GeForce RTX 4080 Laptop , 32GB RAM , 4TB SSD,"16""",2.57kg
244,Acer Predator Helios 16 (2023) Intel Core i9-13900HX 2.2GHz , Nvidia GeForce RTX 4070 Laptop , 16GB RAM , 1TB SSD,"16""",2.6kg
245,"HP Omen 17-ck1010np 17"" QHD Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 32GB RAM , 1TB SSD,"17.3""",2.78kg
246,"Dell Alienware m15 R7 (2022) 15.6"" QHD Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 64GB RAM , 2TB SSD + 2TB SSD,"15.6""",2.69kg
247,"Acer ConceptD 5 (2023) 16"" Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 32GB RAM , 1TB SSD,"16""",2.4kg
248,"Asus ROG Strix Scar 15 (2022) G533 15.6"" Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3080 Laptop , 64GB RAM , 2TB SSD,"15.6""",2.3kg
249,"Dell Alienware m17 R5 17.3"" FHD AMD Ryzen 9 6900HX 3.3GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 64GB RAM , 4TB SSD,"17.3""",3.3kg
250,Razer Blade 14 (2022) QHD AMD Ryzen 9 6900HX 3.3GHz , Nvidia GeForce RTX 3080 Ti Laptop , 16GB RAM , 1TB SSD,"14""",1.78kg
251,"MSI CreatorPro Z17 A12UKST-203ES 17"" QHD Plus Intel Core i7-12700H 1.7GHz ", Nvidia RTX A3000 Laptop , 32GB RAM , 1TB SSD,"17""",2.49kg
252,"Dell Alienware x15 R2 (2022) 15.6"" QHD Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 32GB RAM , 2TB SSD + 2TB SSD,"15.6""",2.35kg
253,"Razer Blade 17 (2022) 17.3"" FHD Intel Core i7-12800H 1.8GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 32GB RAM , 1TB SSD,"17.3""",2.75kg
254,"Asus ROG Zephyrus G14 (2023) 14"" QHD Plus AMD Ryzen 9 7940HS 4GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 1TB SSD,"14""",1.72kg
255,Razer Blade 17 FHD Intel Core i7-11800H 2.3GHz , Nvidia GeForce RTX 3080 Laptop , 32GB RAM , 1TB SSD,"17.3""",2.75kg
256,"Samsung Galaxy Book3 Ultra 16"" Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 1TB SSD,"16""",1.79kg
257,"Samsung Galaxy Book4 Pro 360 16"" Intel Core Ultra 7 155H 1.4GHz ", 16GB RAM , 1TB SSD,,"16""",1.66kg
258,"Razer Blade 15 (2022) 15.6"" QHD Intel Core i7-12800H 1.8GHz ", Nvidia GeForce RTX 3080 Ti Laptop , 32GB RAM , 1TB SSD,"15.6""",2kg
259,"MSI GT77 Titan 12UGS-009 17.3"" UHD Intel Core i7-12800HX 1.5GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 32GB RAM , 1TB SSD,"17.3""",3.3kg
260,"MSI GS77 Stealth 12UGS-084 17.3"" QHD Intel Core i9-12900H 1.8GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 32GB RAM , 1TB SSD,"17.3""",2.8kg
261,"Dell Alienware x17 R2 (2022) 17.3"" UHD Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3060 Laptop , 64GB RAM , 2TB SSD + 2TB SSD,"17.3""",3.03kg
262,Dell XPS 15 9520 Intel Core i9-12900HK 2.5GHz , Nvidia GeForce RTX 3050 Ti Laptop , 32GB RAM , 1TB SSD,"15.6""",2.1kg
263,"MSI Creator Z17 A12UHT 048 17"" QHD+ Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3080 Laptop , 64GB RAM , 2TB SSD + 2TB SSD,"17""",2.49kg
264,"MSI Vector GP68HX 16"" QHD Plus Intel Core i7-13700HX 2.1GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 1TB SSD,"16""",2.67kg
265,"Apple MacBook Pro (2023) 16"" Apple M3 Max (16-core CPU ", 40-core GPU) , 128GB RAM , 8TB SSD,"16.2""",2.16kg
266,"HP Omen Transcend 14-fb0097nr 14"" Intel Core Ultra 9 185H 2.3GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 2TB SSD,"14""",1.63kg
267,"Dell Alienware M16 16"" QHD Plus Intel Core i7-13700HX 2.1GHz ", Nvidia GeForce RTX 4070 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"16""",3.25kg
268,"Asus ROG Flow X16 (2022) GV601 16"" QHD Plus AMD Ryzen 9 6900HS 3.3GHz ", Nvidia GeForce RTX 3050 Ti Laptop , 64GB RAM , 1TB SSD,"16""",2.1kg
269,"Asus ROG Flow Z13 (2023) 13.4"" QHD Plus Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4050 Laptop , 16GB RAM , 1TB SSD,"13.4""",1.18kg
270,"Asus ROG Flow X13 (2023) 13.4"" QHD Plus AMD Ryzen 9 7940HS 4GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 1TB SSD,"13.4""",1.3kg
271,"Dell Alienware x17 R2 17.3"" FHD Intel Core i7-12700H ", Nvidia GeForce RTX 3060 Laptop , 64GB RAM , 2TB SSD,"17.3""",3.2kg
272,"Asus ROG Zephyrus G14 (2023) 14"" QHD Plus AMD Ryzen 9 7940HS 4GHz ", Nvidia GeForce RTX 4060 Laptop , 32GB RAM , 1TB SSD,"14""",1.72kg
273,"Dell Alienware m16 R2 (2024) 16"" QHD Plus Intel Core Ultra 7 155H 1.4 GHz ", Nvidia GeForce RTX 4070 Laptop , 16GB RAM , 1TB SSD,"16""",2.61kg
274,"Apple MacBook Pro (2023) 14"" Apple M2 Max 12-core ", 96GB RAM , 8TB SSD,,"14.2""",1.63kg
275,"Asus ROG Zephyrus M16 (2022) GU603 16"" Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 16GB RAM , 2TB SSD,"16""",2kg
276,"Asus ROG Flow Z13 (2022) GZ301 13.4"" Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3050 Ti Laptop , 16GB RAM , 1TB SSD,"13.4""",1.18kg
277,"Dell XPS 17 9720 UHD Plus 17"" Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3060 Laptop , 64GB RAM , 2TB SSD,"17""",2.17kg
278,"Asus ROG Zephyrus G14 (2023) 14"" QHD Plus AMD Ryzen 7 7735HS 3.2GHz ", Nvidia GeForce RTX 4070 Laptop , 32GB RAM , 1TB SSD,"14""",1.72kg
279,"Asus ROG Strix G16 (2023) 16"" QHD Plus Intel Core i9-13980HX 2.2GHz ", Nvidia GeForce RTX 3050 Laptop , 32GB RAM , 2TB SSD,"16""",2.5kg
280,"Asus ROG Zephyrus Duo 16 (2022) GX650 16"" AMD Ryzen 9 6900HX 3.3GHz ", Nvidia GeForce RTX 3060 Laptop , 32GB RAM , 2TB SSD + 2TB SSD,"16""",2.55kg
281,"Microsoft Surface Laptop Studio 2 14.4"" Intel Core i7-13700H 2.4GHz ", Nvidia GeForce RTX 4050 Laptop , 32GB RAM , 1TB SSD,"14.4""",1.98kg
282,Asus ROG Zephyrus Duo 15 SE GX551 AMD Ryzen 9 5900HX 3.3GHz , Nvidia GeForce RTX 3080 Laptop , 16GB RAM , 1TB + 1TB SSD,"15.6""",2.48kg
283,Gigabyte Aero 15 OLED Intel Core i7-11800H 2.3GHz , Nvidia GeForce RTX 3080 Laptop , 64GB RAM , 2TB SSD + 2TB SSD,"15.6""",2kg
284,"Dell Alienware M16 16"" QHD Plus Intel Core i7-13700HX 2.1GHz ", Nvidia GeForce RTX 4060 Laptop , 64GB RAM , 4TB SSD + 4TB SSD,"16""",3.25kg
285,"Samsung Galaxy Book4 Pro 16"" Intel Core Ultra 7 155H 1.4GHz ", 32GB RAM , 1TB SSD,,"16""",1.56kg
286,"Dell Alienware m16 R2 (2024) 16"" QHD Plus Intel Core Ultra 7 155H 1.4 GHz ", Nvidia GeForce RTX 4060 Laptop , 16GB RAM , 1TB SSD,"16""",2.61kg
287,Razer Blade 17 4K Touch Intel Core i9-11900H 2.5GHz , Nvidia GeForce RTX 3080 Laptop , 32GB RAM , 1TB SSD,"17.3""",2.75kg
288,"MSI GE66 Raider 12UGS 093 15.6"" FHD Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 16GB RAM , 1TB SSD,"15.6""",2.38kg
289,"Samsung Galaxy Book4 Pro 14"" Intel Core Ultra 7 155H 1.4GHz ", 32GB RAM , 1TB SSD,,"14""",1.23kg
290,"Lenovo ThinkBook 16p Gen 4 16"" WQXGA Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 4060 Laptop , 32GB RAM , 1TB SSD,"16""",2.2kg
291,"Asus ROG Strix Scar 17 (2022) G733 17.3"" Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 64GB RAM , 2TB SSD,"17.3""",2.9kg
292,"Lenovo ThinkPad Z16 16"" AMD Ryzen 7 Pro 6850H 3.2GHz ", AMD Radeon RX 6500M , 32GB RAM , 2TB SSD,"16""",1.95kg
293,"Asus Zenbook Pro 15 Flip OLED UP6502ZA 15.6"" Intel Core i7-12700H 2.3GHz ", 16GB RAM , 1TB SSD,,"15.6""",1.8kg
294,"Asus ROG Zephyrus G14 (2022) GA402RK 14"" AMD Ryzen 9 6900HS 3.3GHz ", AMD Radeon RX 6800S , 48GB RAM , 8TB SSD,"14""",1.72kg
295,"Asus ROG Zephyrus G14 (2023) 14"" QHD Plus AMD Ryzen 7 7735HS 3.2GHz ", Nvidia GeForce RTX 4060 Laptop , 32GB RAM , 1TB SSD,"14""",1.72kg
296,Razer Blade 14 (2022) QHD AMD Ryzen 9 6900HX 3.3GHz , Nvidia GeForce RTX 3070 Ti Laptop , 16GB RAM , 1TB SSD,"14""",1.78kg
297,"Asus ROG Zephyrus G14 (2023) 14"" QHD Plus AMD Ryzen 9 7940HS 4GHz ", Nvidia GeForce RTX 4050 Laptop , 32GB RAM , 1TB SSD,"14""",1.72kg
298,"MSI CreatorPro X17 A12UKS-059 17.3"" UHD Intel Core i9-12900HX 2.3GHz ", Nvidia RTX A3000 Laptop , 32GB RAM , 1TB SSD,"17.3""",3.3kg
299,"MSI GS66 Stealth 15.6"" Intel Core i9-10980HK 2.4GHz ", Nvidia GeForce RTX 3080 Laptop , 32GB RAM , 1TB SSD,"15.6""",2.1kg
300,"Lenovo Legion 5 Pro 16"" QHD AMD Ryzen 9 6900HX 3.3GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 64GB RAM , 1TB SSD,"16""",2.49kg
301,"Asus ProArt StudioBook 16 OLED H7600ZW 16"" Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 16GB RAM , 1TB SSD + 1TB SSD,"16""",2.4kg
302,"MSI CreatorPro Z16P B12UKST-095ES 16"" QHD Plus Intel Core i9-12900H 2.5GHz ", Nvidia RTX A3000 Laptop , 32GB RAM , 2TB SSD,"16""",2.39kg
303,"Asus ROG Strix Scar 15 (2022) G533 15.6"" Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3070 Ti Laptop , 64GB RAM , 2TB SSD,"15.6""",2.3kg
304,"Lenovo ThinkPad X1 Carbon Gen 12 14"" OLED Intel Core Ultra 7 155H 1.4GHz ", 32GB RAM , 1TB SSD,,"14""",1.12kg
305,"Dell Inspiron 16 Plus 7630 16"" Intel Core i7-13620H 2.4GHz ", Nvidia GeForce RTX 4060 Laptop , 32GB RAM , 2TB SSD,"16""",2.06kg
306,"Asus ROG Flow X13 (2023) 13.4"" QHD Plus AMD Ryzen 9 7940HS 4GHz ", Nvidia GeForce RTX 4060 Laptop , 16GB RAM , 1TB SSD,"13.4""",1.3kg
